Time,G,Acc
0.037586,10.979212,107.7060697
0.037686,-3.601646,-35.33214726
0.037786,-10.398302,-102.0073426
0.037886,4.918377,48.24927837
0.037986,9.933573,97.44835113
0.038086,-5.751016,-56.41746696
0.038186,3.09819,30.3932439
0.038286,14.329131,140.5687751
0.038386,6.370654,62.49611574
0.038485,-12.005488,-117.7738373
0.038585,-6.738564,-66.10531284
0.038685,14.48404,142.0884324
0.038785,4.298739,42.17062959
0.038885,-3.09819,-30.3932439
0.038985,9.836755,96.49856655
0.039085,8.113386,79.59231666
0.039185,0.852002,8.35813962
0.039285,2.749644,26.97400764
0.039385,0.677729,6.64852149
0.039485,1.897642,18.61586802
0.039585,6.293199,61.73628219
0.039685,3.311191,32.48278371
0.039785,-0.15491,-1.5196671
0.039885,-3.2531,-31.912911
0.039985,-2.071915,-20.32548615
0.040085,0.639002,6.26860962
0.040185,0.677729,6.64852149
0.040285,2.962645,29.06354745
0.040384,7.416293,72.75383433
0.040484,-1.374822,-13.48700382
0.040584,-1.278004,-12.53721924
0.040684,8.287659,81.30193479
0.040784,5.925289,58.12708509
0.040884,-0.271092,-2.65941252
0.040984,1.936369,18.99577989
0.041084,10.959849,107.5161187
0.041184,1.762096,17.28616176
0.041284,-5.460561,-53.56810341
0.041384,1.026276,10.06776756
0.041484,9.23648,90.6098688
0.041584,7.900386,77.50278666
0.041684,0.677729,6.64852149
0.041784,-0.213001,-2.08953981
0.041884,1.568459,15.38658279
0.041984,1.800823,17.66607363
0.042084,10.979212,107.7060697
0.042184,11.095394,108.8458151
0.042284,-0.910093,-8.92801233
0.042383,-7.358202,-72.18396162
0.042483,-2.420461,-23.74472241
0.042583,7.474384,73.32370704
0.042683,9.681845,94.97889945
0.042783,6.022108,59.07687948
0.042883,3.272464,32.10287184
0.042983,-3.311191,-32.48278371
0.043083,-3.524192,-34.57232352
0.043183,10.107846,99.15796926
0.043283,14.600222,143.2281778
0.043383,-1.549095,-15.19662195
0.043483,-7.261384,-71.23417704
0.043583,6.293199,61.73628219
0.043683,11.869942,116.444131
0.043783,3.388646,33.24261726
0.043883,-3.291827,-32.29282287
0.043983,-3.814647,-37.42168707
0.044083,0.038727,0.37991187
0.044183,5.421833,53.18818173
0.044283,10.572575,103.7169608
0.044382,4.414921,43.31037501
0.044482,-6.603018,-64.77560658
0.044582,-5.363742,-52.61830902
0.044682,4.066375,39.89113875
0.044782,8.791115,86.24083815
0.044882,5.751016,56.41746696
0.044982,-2.013824,-19.75561344
0.045082,-0.116182,-1.13974542
0.045182,4.647286,45.58987566
0.045282,7.125838,69.90447078
0.045382,7.900386,77.50278666
0.045482,0.755184,7.40835504
0.045582,-2.071915,-20.32548615
0.045682,0.89073,8.7380613
0.045782,5.692925,55.84759425
0.045882,8.035931,78.83248311
0.045982,2.652826,26.02422306
0.046082,1.781459,17.47611279
0.046182,5.847834,57.36725154
0.046282,7.067747,69.33459807
0.046381,1.665277,16.33636737
0.046481,-1.045639,-10.25771859
0.046581,2.652826,26.02422306
0.046681,4.821559,47.29949379
0.046781,2.614098,25.64430138
0.046881,3.698465,36.28194165
0.046981,4.473012,43.88024772
0.047081,3.2531,31.912911
0.047181,3.09819,30.3932439
0.047281,5.828471,57.17730051
0.047381,3.834011,37.61164791
0.047481,0.697093,6.83848233
0.047581,3.62101,35.5221081
0.047681,5.363742,52.61830902
0.047781,3.679101,36.09198081
0.047881,0.697093,6.83848233
0.047981,1.549095,15.19662195
0.048081,5.286287,51.85847547
0.048181,5.538015,54.32792715
0.048281,1.723368,16.90624008
0.04838,1.006912,9.87780672
0.04848,3.485464,34.19240184
0.04858,7.629294,74.84337414
0.04868,8.171477,80.16218937
0.04878,8.171477,80.16218937
0.04888,5.363742,52.61830902
0.04898,1.413549,13.86691569
0.04908,1.800823,17.66607363
0.04918,2.110642,20.70539802
0.04928,1.413549,13.86691569
0.04938,1.491004,14.62674924
0.04948,2.188097,21.46523157
0.04958,1.181185,11.58742485
0.04968,0.73582,7.2183942
0.04978,1.936369,18.99577989
0.04988,1.684641,16.52632821
0.04998,-0.406637,-3.98910897
0.05008,0.348546,3.41923626
0.05018,4.221284,41.41079604
0.05028,3.969556,38.94134436
0.050379,-0.251728,-2.46945168
0.050479,-0.619638,-6.07864878
0.050579,3.892102,38.18152062
0.050679,6.603018,64.77560658
0.050779,4.376194,42.93046314
0.050879,-0.271092,-2.65941252
0.050979,0.910093,8.92801233
0.051079,4.14383,40.6509723
0.051179,3.446737,33.81248997
0.051279,3.659737,35.90201997
0.051379,4.279375,41.98066875
0.051479,2.071915,20.32548615
0.051579,0.329183,3.22928523
0.051679,-1.026276,-10.06776756
0.051779,0.387274,3.79915794
0.051879,1.355458,13.29704298
0.051979,-0.15491,-1.5196671
0.052079,-2.091279,-20.51544699
0.052179,-2.071915,-20.32548615
0.052279,1.47164,14.4367884
0.052378,4.376194,42.93046314
0.052478,3.020736,29.63342016
0.052578,0.658365,6.45856065
0.052678,1.297367,12.72717027
0.052778,4.414921,43.31037501
0.052878,2.323643,22.79493783
0.052978,-1.374822,-13.48700382
0.053078,1.917005,18.80581905
0.053178,2.827099,27.73384119
0.053278,-1.955733,-19.18574073
0.053378,-2.071915,-20.32548615
0.053478,2.013824,19.75561344
0.053578,3.679101,36.09198081
0.053678,0,0
0.053778,-2.071915,-20.32548615
0.053878,2.556007,25.07442867
0.053978,2.672189,26.21417409
0.054078,-3.369282,-33.05265642
0.054178,-4.35683,-42.7405023
0.054278,-0.329183,-3.22928523
0.054377,0.89073,8.7380613
0.054477,-3.466101,-34.00245081
0.054577,-6.060835,-59.45679135
0.054677,-3.040099,-29.82337119
0.054777,0.852002,8.35813962
0.054877,2.343006,22.98488886
0.054977,0.813275,7.97822775
0.055077,0.271092,2.65941252
0.055177,0.813275,7.97822775
0.055277,-2.420461,-23.74472241
0.055377,-3.795283,-37.23172623
0.055477,0.135546,1.32970626
0.055577,2.36237,23.1748497
0.055677,-1.742732,-17.09620092
0.055777,-2.594734,-25.45434054
0.055877,1.607186,15.76649466
0.055977,1.297367,12.72717027
0.056077,-4.376194,-42.93046314
0.056177,-5.77038,-56.6074278
0.056277,-3.233736,-31.72295016
0.056376,-0.929457,-9.11797317
0.056476,-2.091279,-20.51544699
0.056576,-3.756556,-36.85181436
0.056676,-2.420461,-23.74472241
0.056776,-1.239276,-12.15729756
0.056876,-1.026276,-10.06776756
0.056976,-2.071915,-20.32548615
0.057076,-3.446737,-33.81248997
0.057176,-1.123094,-11.01755214
0.057276,0.15491,1.5196671
0.057376,0.406637,3.98910897
0.057476,-0.232364,-2.27949084
0.057576,-2.207461,-21.65519241
0.057676,-0.232364,-2.27949084
0.057776,-0.561547,-5.50877607
0.057876,-2.071915,-20.32548615
0.057976,-1.781459,-17.47611279
0.058076,0.426001,4.17906981
0.058176,0.038727,0.37991187
0.058276,-2.575371,-25.26438951
0.058375,0.89073,8.7380613
0.058475,3.059463,30.01333203
0.058575,-0.774548,-7.59831588
0.058675,-2.071915,-20.32548615
0.058775,-0.15491,-1.5196671
0.058875,-0.619638,-6.07864878
0.058975,-2.343006,-22.98488886
0.059075,0.290455,2.84936355
0.059175,2.943281,28.87358661
0.059275,1.219912,11.96733672
0.059375,0.716457,7.02844317
0.059475,1.200549,11.77738569
0.059575,-0.038727,-0.37991187
0.059675,-0.755184,-7.40835504
0.059775,1.297367,12.72717027
0.059875,1.878278,18.42590718
0.059975,-0.271092,-2.65941252
0.060075,-0.793911,-7.78826691
0.060175,0.387274,3.79915794
0.060274,2.827099,27.73384119
0.060374,3.2531,31.912911
0.060474,3.136918,30.77316558
0.060574,2.749644,26.97400764
0.060674,3.136918,30.77316558
0.060774,3.504828,34.38236268
0.060874,2.478552,24.31459512
0.060974,0.73582,7.2183942
0.061074,1.975096,19.37569176
0.061174,3.195009,31.34303829
0.061274,3.195009,31.34303829
0.061374,2.246188,22.03510428
0.061474,1.897642,18.61586802
0.061574,2.14937,21.0853197
0.061674,3.272464,32.10287184
0.061774,3.291827,32.29282287
0.061874,0.561547,5.50877607
0.061974,-2.672189,-26.21417409
0.062074,-1.452277,-14.24683737
0.062174,0.948821,9.30793401
0.062273,-0.619638,-6.07864878
0.062373,-4.87965,-47.8693665
0.062473,-5.131378,-50.33881818
0.062573,-2.478552,-24.31459512
0.062673,-1.665277,-16.33636737
0.062773,-0.542183,-5.31881523
0.062873,0.135546,1.32970626
0.062973,-1.394186,-13.67696466
0.063073,-2.071915,-20.32548615
0.063173,1.549095,15.19662195
0.063273,3.040099,29.82337119
0.063373,-0.290455,-2.84936355
0.063473,-0.948821,-9.30793401
0.063573,-1.006912,-9.87780672
0.063673,-2.013824,-19.75561344
0.063773,-1.47164,-14.4367884
0.063873,1.355458,13.29704298
0.063973,4.976468,48.81915108
0.064073,2.614098,25.64430138
0.064173,-0.580911,-5.69873691
0.064272,-0.580911,-5.69873691
0.064372,-0.309819,-3.03932439
0.064472,0.561547,5.50877607
0.064572,-2.749644,-26.97400764
0.064672,-6.177017,-60.59653677
0.064772,-4.995832,-49.00911192
0.064872,-2.226824,-21.84514344
0.064972,-0.600274,-5.88868794
0.065072,-0.290455,-2.84936355
0.065172,0.658365,6.45856065
0.065272,-0.852002,-8.35813962
0.065372,-5.170105,-50.71873005
0.065472,-5.789743,-56.79737883
0.065572,-0.193637,-1.89957897
0.065672,0.15491,1.5196671
0.065772,-3.272464,-32.10287184
0.065872,-2.071915,-20.32548615
0.065972,-0.193637,-1.89957897
0.066072,-0.813275,-7.97822775
0.066172,0.52282,5.1288642
0.066271,3.001372,29.44345932
0.066371,3.77592,37.0417752
0.066471,0.697093,6.83848233
0.066571,-4.027648,-39.51122688
0.066671,-3.272464,-32.10287184
0.066771,1.239276,12.15729756
0.066871,1.316731,12.91713111
0.066971,-1.219912,-11.96733672
0.067071,-2.14937,-21.0853197
0.067171,-0.89073,-8.7380613
0.067271,-0.832639,-8.16818859
0.067371,-2.071915,-20.32548615
0.067471,-0.697093,-6.83848233
0.067571,0.426001,4.17906981
0.067671,0.15491,1.5196671
0.067771,-0.503456,-4.93890336
0.067871,-1.491004,-14.62674924
0.067971,-0.619638,-6.07864878
0.068071,1.25864,12.3472584
0.068171,3.853374,37.80159894
0.06827,2.769008,27.16396848
0.06837,-1.297367,-12.72717027
0.06847,-0.464729,-4.55899149
0.06857,3.504828,34.38236268
0.06867,4.240648,41.60075688
0.06877,3.562919,34.95223539
0.06887,5.538015,54.32792715
0.06897,5.925289,58.12708509
0.06907,1.878278,18.42590718
0.06917,1.239276,12.15729756
0.06927,6.312563,61.92624303
0.06937,7.513112,73.70362872
0.06947,3.001372,29.44345932
0.06957,0.290455,2.84936355
0.06967,2.652826,26.02422306
0.06977,3.311191,32.48278371
0.06987,1.25864,12.3472584
0.06997,3.040099,29.82337119
0.07007,5.40247,52.9982307
0.07017,2.420461,23.74472241
0.070269,0.096818,0.94978458
0.070369,2.033187,19.94556447
0.070469,4.337467,42.55055127
0.070569,1.607186,15.76649466
0.070669,0.213001,2.08953981
0.070769,3.330555,32.67274455
0.070869,2.188097,21.46523157
0.070969,-1.878278,-18.42590718
0.071069,0.658365,6.45856065
0.071169,3.834011,37.61164791
0.071269,1.336095,13.10709195
0.071369,-2.013824,-19.75561344
0.071469,-0.658365,-6.45856065
0.071569,-0.445365,-4.36903065
0.071669,-2.071915,-20.32548615
0.071769,0,0
0.071869,0.639002,6.26860962
0.071969,-3.233736,-31.72295016
0.072069,-3.369282,-33.05265642
0.072169,0.038727,0.37991187
0.072268,2.110642,20.70539802
0.072368,0.426001,4.17906981
0.072468,-0.755184,-7.40835504
0.072568,-0.251728,-2.46945168
0.072668,-0.639002,-6.26860962
0.072768,-1.723368,-16.90624008
0.072868,-2.091279,-20.51544699
0.072968,-2.071915,-20.32548615
0.073068,0.135546,1.32970626
0.073168,0.639002,6.26860962
0.073268,-0.174273,-1.70961813
0.073368,-1.065003,-10.44767943
0.073468,-2.013824,-19.75561344
0.073568,-1.084367,-10.63764027
0.073668,-2.071915,-20.32548615
0.073768,-2.51728,-24.6945168
0.073868,-2.982008,-29.25349848
0.073968,-3.214373,-31.53299913
0.074068,-2.188097,-21.46523157
0.074168,-1.045639,-10.25771859
0.074267,-0.600274,-5.88868794
0.074367,-1.10373,-10.8275913
0.074467,-0.658365,-6.45856065
0.074567,0.135546,1.32970626
0.074667,0.038727,0.37991187
0.074767,-0.271092,-2.65941252
0.074867,-0.968185,-9.49789485
0.074967,-1.123094,-11.01755214
0.075067,-0.619638,-6.07864878
0.075167,-0.503456,-4.93890336
0.075267,-0.89073,-8.7380613
0.075367,-0.813275,-7.97822775
0.075467,-1.529732,-15.00667092
0.075567,-2.071915,-20.32548615
0.075667,-0.542183,-5.31881523
0.075767,0.561547,5.50877607
0.075867,-0.232364,-2.27949084
0.075967,-2.207461,-21.65519241
0.076067,-2.071915,-20.32548615
0.076167,-0.077455,-0.75983355
0.076266,-0.348546,-3.41923626
0.076366,-0.503456,-4.93890336
0.076466,0.309819,3.03932439
0.076566,1.25864,12.3472584
0.076666,0.73582,7.2183942
