-0.026894,0.045137
-0.026844,0.030091
-0.026794,-0.007523
-0.026744,0.007523
-0.026694,0
-0.026644,-0.015046
-0.026594,0.037614
-0.026544,0.075228
-0.026494,0.05266
-0.026444,0.022568
-0.026394,0.037614
-0.026344,0.045137
-0.026294,0.067705
-0.026244,0.127888
-0.026194,0.112842
-0.026144,0.037614
-0.026094,0.007523
-0.026044,0
-0.025994,-0.037614
-0.025944,0.022568
-0.025894,0.097796
-0.025844,0.112842
-0.025794,0.090274
-0.025744,0.045137
-0.025694,0.007523
-0.025644,0.007523
-0.025594,-0.030091
-0.025544,-0.007523
-0.025494,0.030091
-0.025444,0.037614
-0.025394,0
-0.025344,0
-0.025294,0.045137
-0.025244,0.045137
-0.025194,0.037614
-0.025144,0.045137
-0.025094,0.060182
-0.025044,0.007523
-0.024994,0.045137
-0.024944,0.075228
-0.024894,0.015046
-0.024844,0.007523
-0.024794,0
-0.024744,-0.045137
-0.024694,-0.015046
-0.024644,0.015046
-0.024594,0.05266
-0.024544,0.067705
-0.024494,0.067705
-0.024443,0.007523
-0.024393,0.007523
-0.024343,-0.015046
-0.024293,-0.015046
-0.024243,-0.037614
-0.024193,-0.015046
-0.024143,-0.015046
-0.024093,-0.007523
-0.024043,0.022568
-0.023993,-0.015046
-0.023943,0.05266
-0.023893,0.097796
-0.023843,0.045137
-0.023793,0.037614
-0.023743,0.015046
-0.023693,-0.007523
-0.023643,-0.060182
-0.023593,0.030091
-0.023543,-0.007523
-0.023493,-0.075228
-0.023443,-0.060182
-0.023393,0.045137
-0.023343,0.090274
-0.023293,0.022568
-0.023243,-0.007523
-0.023193,-0.05266
-0.023143,-0.05266
-0.023093,0.015046
-0.023043,0.037614
-0.022993,0.045137
-0.022943,0.05266
-0.022893,0.075228
-0.022843,0.067705
-0.022793,0.007523
-0.022743,0.045137
-0.022693,0.112842
-0.022643,0.112842
-0.022593,0.060182
-0.022543,-0.022568
-0.022493,-0.030091
-0.022443,-0.015046
