-0.011817,0.289174
-0.011767,0.559069
-0.011717,0.4434
-0.011667,0.481956
-0.011617,0.212061
-0.011567,0.289174
-0.011517,-0.057835
-0.011467,0.096391
-0.011417,-0.134948
-0.011367,0.289174
-0.011317,0.212061
-0.011267,0.481956
-0.011218,0.481956
-0.011168,0.250617
-0.011118,0.212061
-0.011068,0.057835
-0.011018,0.250617
-0.010968,0.4434
-0.010918,0.32773
-0.010868,0.289174
-0.010818,0.366287
-0.010768,0.366287
-0.010718,0.481956
-0.010668,0.636182
-0.010618,0.674739
-0.010568,0.597626
-0.010518,0.481956
-0.010468,0.481956
-0.010418,0.520513
-0.010368,0.597626
-0.010318,0.559069
-0.010268,0.559069
-0.010218,0.597626
-0.010168,0.404843
-0.010118,0.289174
-0.010068,0.212061
-0.010018,0.212061
-0.009968,0.32773
-0.009918,0.559069
-0.009868,0.559069
-0.009818,0.289174
-0.009768,0.173504
-0.009718,-0.019278
-0.009668,0.019278
-0.009618,0.019278
-0.009568,-0.173504
-0.009518,-0.32773
-0.009468,-0.4434
-0.009418,-0.366287
-0.009369,-0.134948
-0.009319,0.096391
-0.009269,0.32773
-0.009219,0.32773
-0.009169,0.289174
-0.009119,0.212061
-0.009069,0.173504
-0.009019,0.134948
-0.008969,0.019278
-0.008919,0.366287
-0.008869,0.481956
-0.008819,0.4434
-0.008769,0.404843
-0.008719,0.212061
-0.008669,0.212061
-0.008619,0.404843
-0.008569,0.250617
-0.008519,0.32773
-0.008469,0.4434
-0.008408,0.404843
-0.008358,0.212061
-0.008308,0.250617
-0.008258,0.173504
-0.008208,-0.019278
-0.008158,-0.057835
-0.008108,0.019278
-0.008058,0.173504
-0.008008,0.096391
-0.007958,0.32773
-0.007908,0.289174
-0.007858,0.366287
-0.007808,0.481956
-0.007758,0.481956
-0.007708,0.4434
-0.007658,0.250617
-0.007608,0.096391
-0.007558,0.134948
-0.007508,0.096391
-0.007458,0.134948
-0.007409,0.212061
-0.007359,0.134948
-0.007309,0.019278
-0.007259,0.134948
-0.007209,-0.096391
-0.007159,-0.019278
-0.007109,-0.134948
-0.007059,-0.096391
-0.007009,-0.134948
-0.006959,-0.096391
-0.006909,-0.096391
-0.006859,-0.173504
-0.006809,0.057835
-0.006759,0.250617
-0.006709,0.520513
-0.006659,0.713295
-0.006609,0.481956
-0.006559,0.404843
-0.006509,0.250617
-0.006459,0.134948
-0.006409,0.096391
-0.006359,0.173504
-0.006309,0.250617
-0.006259,0.366287
-0.006209,0.289174
-0.006159,0.289174
-0.006109,0.212061
-0.006059,0.212061
-0.006009,0.212061
-0.005959,0.289174
-0.005909,0.404843
-0.005859,0.481956
-0.005809,0.597626
-0.005759,0.559069
-0.005709,0.636182
-0.005659,0.674739
-0.005609,0.790408
-0.005559,0.597626
-0.00551,0.4434
-0.00546,0.173504
-0.00541,-0.019278
-0.00536,-0.019278
-0.00531,0.019278
-0.00526,0.134948
-0.00521,0.366287
-0.00516,0.32773
-0.00511,0.32773
-0.00506,0.173504
-0.00501,0.250617
-0.00496,0.289174
-0.00491,0.134948
-0.00486,0.173504
-0.00481,0.212061
-0.00476,0.289174
-0.00471,0.4434
-0.00466,0.4434
-0.00461,0.481956
-0.00456,0.32773
-0.00451,0.212061
-0.00446,0.173504
-0.00441,0.057835
-0.00436,0.134948
-0.00431,0.250617
-0.00426,0.250617
-0.00421,0.4434
-0.00416,0.559069
-0.00411,0.674739
-0.00406,0.520513
-0.00401,0.597626
-0.00396,0.559069
-0.00391,0.481956
-0.00386,0.559069
-0.00381,0.366287
-0.00376,0.173504
-0.00371,0.173504
-0.00366,0.212061
-0.00361,0.404843
-0.003561,0.4434
-0.003511,0.32773
-0.003461,0.404843
-0.003411,0.212061
-0.003361,0.134948
-0.003311,0.250617
-0.003261,0.250617
-0.003211,0.366287
-0.003161,0.173504
-0.003111,-0.096391
-0.003061,-0.366287
-0.003011,-0.404843
-0.002961,-0.250617
-0.002911,-0.212061
-0.002861,-0.019278
-0.002811,0.134948
-0.002761,0.173504
-0.002711,0.134948
-0.002661,0.212061
-0.002611,0.212061
-0.002561,0.250617
-0.002511,0.366287
-0.002461,0.250617
-0.002411,0.250617
-0.002361,0.057835
-0.002311,-0.057835
-0.002261,-0.057835
-0.002211,0.134948
-0.002161,0.32773
-0.002111,0.481956
-0.002061,0.481956
-0.002011,0.4434
-0.001961,0.366287
-0.001911,0.250617
-0.001861,0.212061
-0.001811,0.250617
-0.001761,0.4434
-0.001711,0.481956
-0.001661,0.481956
-0.001612,0.404843
-0.001562,0.404843
-0.001512,0.4434
-0.001462,0.32773
-0.001412,0.250617
-0.001362,0.134948
-0.001312,0.096391
-0.001262,0.134948
-0.001212,0.289174
-0.001162,0.404843
-0.001112,0.481956
-0.001062,0.520513
-0.001012,0.674739
-0.000962,0.481956
-0.000912,0.520513
-0.000862,0.32773
-0.000812,0.173504
-0.000762,0.173504
-0.000712,0.134948
-0.000662,0.134948
-0.000612,0.173504
-0.000562,0.32773
-0.000512,0.212061
-0.000462,0.019278
-0.000412,-0.057835
-0.000362,0.134948
-0.000312,-0.096391
-0.000262,-9.157168
-0.000212,-34.758682
-0.000162,-19.181857
-0.000112,72.582605
-6.2E-05,212.6198
